title,description,start_time,end_date,end_time,booking_date,booking_time,duration,festivals,weekend,vacation_time,unnamed:_18,unnamed:_19,unnamed:_20,selling_price,person_count,duration_hours,commercial_slot,lead_days,competitor_price,outlier_score,outlier_reason,is_global_outlier,slot_lag_price_1,slot_lag_price_2,days_since_last_booking,rolling_price_mean_30,bookings_last_7d,bookings_last_30d,occupancy_rate_7d,occupancy_rate_30d,booking_velocity,month,month_sin,month_cos,year,day_of_week,week_of_year,day_of_year,is_weekend,is_festival,festival_name,festival_detected,festival_category,festival_tier,festival_demand_level,festival_multiplier,festival_overlap_hours,festival_overlap_percentage,festival_window_start,festival_window_end,is_peak_festival,multiple_festival_overlap,highest_priority_festival,is_festival_eve,days_before_festival,days_after_festival,is_long_weekend,is_consecutive_holiday,is_school_vacation,is_local_vacation,is_vacation,season,is_peak_season,is_off_season,slot_type,slot_capacity_hours,commercial_units,duration_bucket,is_extended_booking,hours_over_24,effective_daily_rate,extended_discount_ratio,extended_stay,slot_utilization_ratio,opportunity_cost_factor,is_couple,is_family,is_corporate,weather_condition,lead_time_bucket,lead_time_cat,competitor_diff,temperature,rain_probability,humidity,wind_speed,cloud_cover,demand_score,business_confidence_score,month_slot_avg,month_weekend_slot_avg,month_guest_slot_avg,month_festival_slot_avg,month_leadtime_slot_avg,month_weather_slot_avg,hierarchical_fallback_avg,hierarchical_confidence_score,hierarchical_matched_level,slot_month_weekend_ratio,slot_month_weekend_diff,segment_mean,segment_median,segment_trimmed_mean,segment_weighted_median,segment_std,segment_count,segment_confidence,p25_price,p75_price,is_friday_night,is_saturday_day,is_saturday_night,is_sunday_day,is_sunday_night,is_holiday_bridge,wedding_season,is_same_day,is_lead_1_3d,is_lead_4_7d,is_lead_8_14d,is_lead_15_30d,is_lead_31_60d,is_lead_60d_plus,lead_time_demand_curve,current_occupancy_pct,remaining_inventory,booking_pace,occupancy_trend,demand_index,festival_importance_score,highest_revenue_weekday,highest_revenue_month,weekend_premium_ratio,summer_demand_ratio,winter_demand_ratio,rain_impact_ratio,similar_booking_density_30d,price_momentum_30d,historical_variance,is_near_holiday
Booked by Rubendra chain,"
Farm number 11
₹1000 received 

7 Persons Max
Rent: ₹2500
Deposit: ₹1000

Deposit Refund after check out.",2025-11-30 19:00:00,2025-12-01 08:00:00,2025-12-01 08:00:00,2025-11-27,21:53:14,13.0000000004657,0,0,0,,,,2500.0,7,12.0,24H Night,2,0.0,0, (Strict),False,3000.0,5500.0,1.0,3800.0,7.0,18.0,1.0,0.6,1.0,11,-0.5000000000000004,0.8660254037844384,2025,3,48,331,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,0,0,winter,0,1,24H Night,24.0,0.5,12H,0,0.0,5000.0,1.0,0,0.5,0.95,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,90.0,4041.6666666666665,3775.0,3950.0,4041.6666666666665,3911.1111111111113,4041.6666666666665,3775.0,0.55,5,1.036,120.0,3380.0,3600.0,3380.0,3600.0,432.43496620879307,5.0,1.0,3200.0,3700.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.6666388893518442,0.4,50.166388893518445,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Urvish Paghadal ,"
Farm number 11
₹500 received 

2 Persons Max
Rent: ₹1500
Deposit: ₹500

Deposit Refund after check out.",2025-12-03 10:30:00,2025-12-03 18:00:00,2025-12-03 18:00:00,2025-12-03,10:07:00,7.5,0,0,0,,,,1500.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,1500.0,1500.0,6.0,1700.0,2.0,13.0,0.2857142857142857,0.43333333333333335,0.2857142857142857,12,-2.4492935982947064e-16,1.0,2025,2,49,337,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,3000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2142.8571428571427,2142.8571428571427,1958.3333333333333,2142.8571428571427,2133.3333333333335,2142.8571428571427,1954.5454545454545,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.6593254441381022,-0.14761904761904765,40.09325444138102,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by mahek,"₹2000 received 

2 Persons Max
Rent: ₹1500
Deposit: ₹500

Deposit Refund after check out.",2025-12-06 09:00:00,2025-12-06 18:00:00,2025-12-06 18:00:00,2025-12-05,15:49:02,9.0,0,0,0,,,,1500.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,1500.0,1500.0,2.0,1700.0,2.0,13.0,0.2857142857142857,0.43333333333333335,0.2857142857142857,12,-2.4492935982947064e-16,1.0,2025,4,49,339,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,3000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2142.8571428571427,2142.8571428571427,1958.3333333333333,2142.8571428571427,2133.3333333333335,2142.8571428571427,1954.5454545454545,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.6593254441381022,-0.14761904761904765,40.09325444138102,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by harsh Vadadoriya,"
₹500 received 
Farm number 11

2 Persons Max
Rent: ₹1500 without pool 
Deposit: ₹500

Deposit Refund after check out.",2025-12-08 09:00:00,2025-12-08 18:00:00,2025-12-08 18:00:00,2025-12-07,18:28:43,9.0,0,0,0,,,,1500.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,1500.0,1500.0,2.0,1650.0,3.0,14.0,0.42857142857142855,0.4666666666666667,0.42857142857142855,12,-2.4492935982947064e-16,1.0,2025,6,49,341,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,3000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2142.8571428571427,2142.8571428571427,1958.3333333333333,2142.8571428571427,2133.3333333333335,2142.8571428571427,1954.5454545454545,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.9183476680601741,-0.038095238095238126,42.68347668060174,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by vinod swain,"Booking confirmed ✅ 
Farm number 11
₹500 advance received

10 Persons Max
Rent: ₹2000
Deposit: ₹1000

Deposit Refund after check out.",2025-12-10 19:00:00,2025-12-11 18:00:00,2025-12-11 18:00:00,2025-12-07,16:37:51,23.0000000002328,0,0,0,,,,2000.0,10,24.0,24H Night,3,0.0,1,MAD (Month+Slot),False,2500.0,3000.0,0.0,3700.0,4.0,15.0,0.5714285714285714,0.5,0.5714285714285714,12,-2.4492935982947064e-16,1.0,2025,6,49,341,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,24H Night,24.0,1.0,24H,0,0.0,2000.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,90.0,4108.333333333333,3383.3333333333335,4333.333333333333,4108.333333333333,3975.0,4108.333333333333,3383.3333333333335,0.53,5,1.563,1500.0,2666.6666666666665,3000.0,2666.6666666666665,3000.0,1137.2481406154654,3.0,0.6,2200.0,3300.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.1428342861714196,0.0714285714285714,44.9283428617142,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Vedant rakholiya ,"
Farm number 11
₹1000 received 

9 Persons Max
Rent: ₹3500
Deposit: ₹500

Deposit Refund after check out.",2025-12-09 19:00:00,2025-12-10 18:00:00,2025-12-10 18:00:00,2025-12-08,11:18:54,23.0000000002328,0,0,0,,,,3500.0,9,24.0,24H Night,1,0.0,0, (Month+Slot),False,2000.0,2500.0,1.0,3750.0,5.0,16.0,0.7142857142857143,0.5333333333333333,0.7142857142857143,12,-2.4492935982947064e-16,1.0,2025,0,50,342,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,24H Night,24.0,1.0,24H,0,0.0,3500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,3983.3333333333335,3133.3333333333335,3833.3333333333335,3983.3333333333335,3787.5,3983.3333333333335,3133.3333333333335,0.53,5,1.563,1500.0,2666.6666666666665,3000.0,2666.6666666666665,3000.0,1137.2481406154654,3.0,0.6,2200.0,3300.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.3392606031494054,0.18095238095238098,46.892606031494054,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Gaurav Gupta,"Booking confirmed ✅ 
Farm number 11
₹1000 received 

10 Persons Max
Rent: ₹4500
Deposit: ₹1000

Deposit Refund after check out.",2025-12-13 19:00:00,2025-12-14 18:00:00,2025-12-14 18:00:00,2025-12-12,21:45:16,23.0000000002328,0,1,0,,,,4500.0,10,24.0,24H Night,0,0.0,0, (Month+Slot),False,3500.0,2000.0,4.0,3600.0,4.0,17.0,0.5714285714285714,0.5666666666666667,0.5714285714285714,12,-2.4492935982947064e-16,1.0,2025,4,50,346,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,1,0,24H Night,24.0,1.0,24H,0,0.0,4500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,100.0,75.0,3900.0,4900.0,3500.0,3900.0,3662.5,3900.0,4900.0,0.52,5,1.563,1500.0,4166.666666666667,4500.0,4166.666666666667,4500.0,836.6600265340755,9.0,1.0,3700.0,4800.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.0083855663051324,0.004761904761904745,63.583855663051324,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Dhaval,"Booking confirmed ✅ 
₹500 advance received

17 Dec 2025 at 9:00 AM to 17 Dec 2025 at 6:00 PM
2 Persons Max
Rent: ₹2000 with pool
Deposit: ₹500

Deposit Refund after check out.",2025-12-17 09:00:00,2025-12-17 18:00:00,2025-12-17 18:00:00,2025-12-16,15:21:40,9.0,0,0,0,,,,2000.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,1500.0,1500.0,4.0,1700.0,2.0,17.0,0.2857142857142857,0.5666666666666667,0.2857142857142857,12,-2.4492935982947064e-16,1.0,2025,1,51,350,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2125.0,2125.0,1916.6666666666667,2125.0,2112.5,2125.0,1909.090909090909,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.5041927831525662,-0.28095238095238095,38.54192783152566,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Agent Vinay,"Booking confirmed ✅ 
Farm number 11
₹500 received 

2 Persons Max
Rent: ₹1500 with pool
Deposit: ₹500 

Deposit Refund after check out.",2025-12-18 09:00:00,2025-12-18 17:00:00,2025-12-18 17:00:00,2025-12-17,16:11:30,8.00000000023283,0,0,0,,,,1500.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,2000.0,1500.0,1.0,1650.0,3.0,18.0,0.42857142857142855,0.6,0.42857142857142855,12,-2.4492935982947064e-16,1.0,2025,2,51,351,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,3000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2142.8571428571427,2142.8571428571427,1958.3333333333333,2142.8571428571427,2133.3333333333335,2142.8571428571427,1954.5454545454545,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.714273809722219,-0.17142857142857143,40.64273809722219,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Meet,"Booking confirmed ✅ 
₹1000 advance received

19 Dec 2025 at 9:00 AM to 19 Dec 2025 at 6:00 PM
2 Persons Max without pool
Rent: ₹2000
Deposit: ₹1000

Deposit Refund after check out.",2025-12-19 09:00:00,2025-12-19 18:00:00,2025-12-19 18:00:00,2025-12-19,08:39:00,9.0,0,0,0,,,,2000.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,1500.0,2000.0,2.0,1650.0,3.0,19.0,0.42857142857142855,0.6333333333333333,0.42857142857142855,12,-2.4492935982947064e-16,1.0,2025,4,51,353,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2125.0,2125.0,1916.6666666666667,2125.0,2112.5,2125.0,1909.090909090909,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.6766810448857575,-0.20476190476190476,40.266810448857576,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Kinjal Darbar,"Booking confirmed ✅ 
Farm number 11
₹500 received 

2 Persons Max
Rent: ₹2000
Deposit: ₹500

Deposit Refund after check out.",2025-12-20 09:00:00,2025-12-20 19:00:00,2025-12-20 19:00:00,2025-12-19,19:26:28,9.99999999976717,0,0,0,,,,2000.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,2000.0,1500.0,0.0,1650.0,4.0,20.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,12,-2.4492935982947064e-16,1.0,2025,4,51,353,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2125.0,2125.0,1916.6666666666667,2125.0,2112.5,2125.0,1909.090909090909,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.8571300001928543,-0.09523809523809523,42.07130000192854,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Yash Chahodiya,"Booking confirmed ✅ 
Farm number 11
₹500 received 

2 Persons Max
Rent: ₹1500 without pool 
Deposit: ₹500

Deposit Refund after check out.",2025-12-22 09:00:00,2025-12-22 18:00:00,2025-12-22 18:00:00,2025-12-21,13:54:58,9.0,0,0,0,,,,1500.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,2000.0,2000.0,2.0,1650.0,5.0,17.0,0.7142857142857143,0.5666666666666667,0.7142857142857143,12,-2.4492935982947064e-16,1.0,2025,6,51,355,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,3000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2142.8571428571427,2142.8571428571427,1958.3333333333333,2142.8571428571427,2133.3333333333335,2142.8571428571427,1954.5454545454545,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.2604819578814157,0.14761904761904765,46.10481957881416,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Chetan Koshiya,"Booking confirmed
Farm number 11
₹1000 advance received

4 Persons Max without pool
Rent: ₹2500
Deposit: ₹1000

Deposit Refund after check out.",2025-12-26 09:00:00,2025-12-26 18:00:00,2025-12-26 18:00:00,2025-12-25,23:33:54,9.0,0,0,1,,,,2500.0,4,12.0,12H Day,0,0.0,0, (Strict),False,4500.0,2500.0,4.0,3100.0,4.0,16.0,0.5714285714285714,0.5333333333333333,0.5714285714285714,12,-2.4492935982947064e-16,1.0,2025,3,52,359,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,1,winter,1,1,12H Day,12.0,0.5,12H,0,0.0,5000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2107.1428571428573,2107.1428571428573,2250.0,2107.1428571428573,2091.6666666666665,2107.1428571428573,2245.4545454545455,0.98,1,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.0714084825195243,0.03809523809523807,44.21408482519524,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Parnika,"Booking confirmed ✅ 
₹5000 received 

6 Persons
Rent: ₹23500
Deposit: ₹2000

Deposit Refund after check out.",2025-12-27 19:00:00,2026-01-01 19:00:00,2026-01-01 19:00:00,2025-12-26,00:53:03,120.0,New Year's Eve,0,1,,,,23500.0,6,24.0,Extended Day,1,0.0,3,"MAD, IQR, Percentile (Month)",True,10500.0,10000.0,1.0,9850.0,3.0,14.0,0.42857142857142855,0.4666666666666667,0.42857142857142855,12,-2.4492935982947064e-16,1.0,2025,4,52,360,0,1,Festival,True,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,1,1,1,1,winter,1,0,12H Day,12.0,1.0,24H,0,0.0,23500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Last Minute,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2120.689655172414,2120.689655172414,2266.6666666666665,2100.0,2108.0,2120.689655172414,2266.6666666666665,0.7,4,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.9183476680601741,-0.038095238095238126,57.68347668060174,0.5,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Manthan moradiya,"Booking confirmed ✅ 
Farm number 11
₹1000 received 

2 Persons Max
Rent: ₹2000 without pool 
Deposit: ₹500

Deposit Refund after check out.",2026-01-02 10:00:00,2026-01-02 18:00:00,2026-01-02 18:00:00,2025-12-26,10:08:05,8.00000000023283,0,0,0,,,,2000.0,2,12.0,Couple Half Day,6,0.0,0, (Strict),False,1500.0,2000.0,0.0,1700.0,4.0,15.0,0.5714285714285714,0.5,0.5714285714285714,12,-2.4492935982947064e-16,1.0,2025,4,52,360,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,1,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,90.0,2125.0,2125.0,1916.6666666666667,2125.0,2266.6666666666665,2125.0,1916.6666666666667,0.7899999999999999,3,1.212,413.64,1950.0,1750.0,1950.0,1750.0,571.1186134142671,18.0,1.0,1500.0,2300.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.11666666666666667,106.0,1.1428342861714196,0.0714285714285714,44.9283428617142,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Yagnik,"
Farm number 11
₹1000 received 

10 Persons Max
Rent: ₹6000
Deposit: ₹1000

Deposit Refund after check out.",2026-01-03 14:00:00,2026-01-04 20:00:00,2026-01-04 20:00:00,2026-01-03,21:46:27,30.0,0,0,0,,,,6000.0,10,24.0,Extended Day,0,0.0,1,MAD (Month),False,23500.0,10500.0,8.0,9750.0,1.0,14.0,0.14285714285714285,0.4666666666666667,0.14285714285714285,1,0.49999999999999994,0.8660254037844387,2026,5,1,3,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,1,0,winter,0,1,12H Day,12.0,1.0,24H,0,0.0,6000.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2564.0,2564.0,2200.0,2564.0,2390.909090909091,2564.0,2564.0,0.6,5,0.796,-580.39,2847.0588235294117,2200.0,2847.0588235294117,2200.0,2064.617896566706,17.0,1.0,2000.0,2500.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.3061158893533914,-0.3238095238095238,36.561158893533914,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Sutariya Hiren,"Booking confirmed ✅ 
Farm number 11
₹500 received 

2 Persons Max
Rent: ₹2000 
Deposit: ₹500

Deposit Refund after check out.",2026-01-06 09:00:00,2026-01-06 18:00:00,2026-01-06 18:00:00,2026-01-05,11:22:33,9.0,0,0,0,,,,2000.0,2,12.0,Couple Half Day,0,0.0,0, (Strict),False,2000.0,1500.0,2.0,1750.0,2.0,14.0,0.2857142857142857,0.4666666666666667,0.2857142857142857,1,0.49999999999999994,0.8660254037844387,2026,0,2,5,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,4000.0,1.0,0,1.0,1.0,1,0,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,2724.0,2724.0,2040.0,2724.0,2572.7272727272725,2724.0,2044.4444444444443,0.96,1,0.796,-580.39,2847.0588235294117,2200.0,2847.0588235294117,2200.0,2064.617896566706,17.0,1.0,2000.0,2500.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,0.6122317787067828,-0.18095238095238098,39.62231778706783,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Rajesh Patel,"Booking confirmed ✅ 
Farm number 11
₹1000 received 

12 Persons Max
Rent: ₹5000
Deposit: ₹1000

Deposit Refund after check out.",2026-01-10 19:00:00,2026-01-11 18:00:00,2026-01-11 18:00:00,2026-01-06,13:08:18,23.0000000002328,0,1,0,,,,5000.0,12,24.0,24H Night,4,0.0,0, (Strict),False,4500.0,3500.0,1.0,3850.0,3.0,13.0,0.42857142857142855,0.43333333333333335,0.42857142857142855,1,0.49999999999999994,0.8660254037844387,2026,1,2,6,1,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,1,0,winter,1,0,24H Night,24.0,1.0,24H,0,0.0,5000.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,100.0,90.0,4062.5,5300.0,3888.8888888888887,4062.5,3860.0,4062.5,5300.0,0.52,5,1.032,111.54,3561.5384615384614,3400.0,3561.5384615384614,3400.0,893.9970745090665,13.0,1.0,2900.0,4400.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.11666666666666667,106.0,0.9889881662071534,-0.0047619047619048005,63.38988166207153,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Kamlesh Khunt,"Booking confirmed ✅ 
Farm number 11
₹1000 received 

3 Persons Max
Rent: ₹2500
Deposit: ₹1000

Deposit Refund after check out.",2026-01-12 09:00:00,2026-01-12 18:00:00,2026-01-12 18:00:00,2026-01-06,10:52:07,9.0,0,0,0,,,,2500.0,3,12.0,12H Day,5,0.0,0, (Strict),False,2500.0,4500.0,0.0,3100.0,4.0,14.0,0.5714285714285714,0.4666666666666667,0.5714285714285714,1,0.49999999999999994,0.8660254037844387,2026,1,2,6,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,1,0,winter,0,1,12H Day,12.0,0.5,12H,0,0.0,5000.0,1.0,0,1.0,1.0,0,1,0,Clear,1,Standard,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,90.0,2704.0,2704.0,3083.3333333333335,2704.0,2000.0,2704.0,3083.3333333333335,0.7899999999999999,3,0.796,-580.39,2847.0588235294117,2200.0,2847.0588235294117,2200.0,2064.617896566706,17.0,1.0,2000.0,2500.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.11666666666666667,106.0,1.2244635574135656,0.10476190476190472,45.74463557413566,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
Booked by Rutvik Parekh,"Booking confirmed ✅ 
Farm number 11
₹1000 received 

10 Persons Max
Rent: ₹3500
Deposit: ₹1000

Deposit Refund after check out.",2026-01-09 19:00:00,2026-01-10 18:00:00,2026-01-10 18:00:00,2026-01-09,16:20:27,23.0000000002328,0,0,0,,,,3500.0,10,24.0,24H Night,0,0.0,0, (Strict),False,5000.0,4500.0,3.0,3650.0,5.0,14.0,0.7142857142857143,0.4666666666666667,0.7142857142857143,1,0.49999999999999994,0.8660254037844387,2026,4,2,9,0,0,Festival,False,Standard,Tier 2,High,1.0,0.0,0.0,,,False,False,Festival,0,7,7,0,0,0,1,0,winter,0,1,24H Night,24.0,1.0,24H,0,0.0,3500.0,1.0,0,1.0,1.0,0,1,0,Clear,0,Same Day,0.0,26.0,20.0,60.0,4.2,25.0,53.349999999999994,75.0,4156.25,3500.0,4055.5555555555557,4156.25,4022.222222222222,4156.25,3733.3333333333335,0.9,1,1.032,111.54,3450.0,3600.0,3450.0,3600.0,519.6152422706632,4.0,0.8,3375.0,3675.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.11666666666666667,106.0,1.5305794467669571,0.24761904761904763,48.80579446766957,0.0,1,5,1.891,1.2,1.067,0.8,0,8500.0,0,0
